model name,query index,answer,crash,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2,rule 3,rule 4,rule 5,rule 6
AirplaneLD-COL-0010,1,NONE,V,0.000133,0.000402,6.9e-05,0.0,4152,FALSE,1,20,15,19,15,27,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,2,FALSE,NONE,0.000136,0.000369,0.000208,0.0,4152,TRUE,185,20,15,19,15,27,27,19,18,0,6,0,3,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,3,FALSE,NONE,5.4e-05,8e-05,5.5e-05,0.0,3696,TRUE,2,20,15,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,4,FALSE,NONE,9e-05,0.000334,0.000175,0.0,4164,TRUE,293,20,15,18,13,26,25,20,20,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,5,TRUE,NONE,8.1e-05,0.000277,0.00018,0.0,4168,TRUE,281,20,15,18,12,26,24,18,20,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,6,FALSE,NONE,6.2e-05,0.000362,0.000222,0.0,4200,TRUE,409,20,15,20,15,28,27,23,22,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0
AirplaneLD-COL-0010,7,TRUE,NONE,0.000157,0.000479,0.000151,0.002724,5880,FALSE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,8,FALSE,NONE,0.000114,0.000345,0.000152,0.0,4192,TRUE,1129,20,15,19,15,27,27,26,26,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,9,TRUE,NONE,7.4e-05,0.000242,0.000172,0.0,4128,TRUE,242,20,15,16,11,22,22,17,17,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0
AirplaneLD-COL-0010,10,TRUE,NONE,9e-05,0.000217,0.000168,0.0,4160,TRUE,125,20,15,18,12,26,24,17,17,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0
