model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count, unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 1,rule 2
DrinkVendingMachine-COL-76,7,NONE,0.0,0.000311,3.7e-05,0.0,4252,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-76,8,NONE,0.0,0.000284,3.4e-05,0.0,4124,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-76,9,FALSE,0.0,0.000279,8.3e-05,0.010148,5940,FALSE,0,6,7,6,7,12,10,10,9,0,3,0,0,0,1,0,0,0,0,0
DrinkVendingMachine-COL-98,1,FALSE,0.0,0.000625,0.000107,0.002071,5880,FALSE,99,6,7,6,7,12,10,2,2,0,7,0,3,0,5,0,0,0,0,0
DrinkVendingMachine-COL-98,10,FALSE,0.0,0.000468,6.8e-05,0.003563,5940,FALSE,0,6,7,6,7,12,10,12,10,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-COL-98,11,NONE,0.0,0.000433,3.4e-05,0.0,4252,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,12,FALSE,0.0,0.000379,7.9e-05,0.001899,5940,FALSE,9801,6,7,6,7,12,10,4,6,0,4,0,0,0,4,0,0,0,0,0
DrinkVendingMachine-COL-98,13,NONE,0.0,0.000403,3.2e-05,0.0,4124,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,14,NONE,0.0,0.00037,4e-05,0.0,4256,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,15,NONE,0.0,0.000323,3.5e-05,0.0,4256,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,16,FALSE,0.0,0.000476,6.8e-05,0.010796,5940,FALSE,0,6,7,6,7,12,10,12,10,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-COL-98,2,NONE,0.0,0.000394,3.4e-05,0.0,4272,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,3,FALSE,0.0,0.000349,6.2e-05,0.002018,5940,FALSE,0,6,7,6,7,12,10,12,10,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-COL-98,4,TRUE,0.0,0.000326,7.2e-05,0.0,4132,TRUE,0,6,7,6,7,12,10,12,10,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-COL-98,5,FALSE,0.0,0.000443,5.8e-05,0.002618,5940,FALSE,0,6,7,6,7,12,10,12,10,0,0,0,0,0,0,0,0,0,0,0
DrinkVendingMachine-COL-98,6,TRUE,0.0,0.000351,0.00021,0.0,3608,TRUE,0,6,7,6,7,12,10,8,8,0,7,0,0,0,2,0,0,0,0,0
DrinkVendingMachine-COL-98,7,TRUE,0.0,0.000347,6.9e-05,0.0,3524,TRUE,99,6,7,6,7,12,10,2,2,0,7,0,3,0,5,0,0,0,0,0
DrinkVendingMachine-COL-98,8,NONE,0.0,0.000438,5.1e-05,0.0,4264,FALSE,1,6,7,6,7,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0
DrinkVendingMachine-COL-98,9,FALSE,0.0,0.000433,0.000147,0.011598,5940,FALSE,0,6,7,6,7,12,10,10,9,0,4,0,0,0,1,0,0,0,0,0
FamilyReunion-COL-L00010M0001C001P001G001,1,FALSE,0.0,0.006922,0.005578,0.00465,7236,FALSE,0,104,66,104,66,1222,939,467,297,11,671,110,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,10,TRUE,0.0,0.00745,0.003898,0.068439,7548,FALSE,0,104,66,104,66,1222,939,555,363,11,517,66,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,11,NONE,0.0,0.005798,0.00575,0.0,462872,FALSE,0,104,66,104,66,1222,939,445,297,11,638,132,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,12,TRUE,0.0,0.007069,0.006056,21.9814,141500,FALSE,0,104,66,104,66,1222,939,491,321,11,649,110,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,13,TRUE,0.0,0.007143,0.004307,38.8882,109012,FALSE,0,104,66,104,66,1222,939,663,462,11,407,55,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,14,TRUE,0.0,0.008362,0.00606,0.005913,7128,FALSE,0,104,66,104,66,1222,939,414,266,11,726,132,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,15,FALSE,0.0,0.007785,0.005673,0.002933,7116,FALSE,0,104,66,104,66,1222,939,401,253,11,704,132,22,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,16,TRUE,0.0,0.007072,0.001441,0.003686,6348,FALSE,0,104,66,104,66,1222,939,154,110,11,44,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,2,NONE,0.0,0.007265,0.004348,0.0,309524,FALSE,0,104,66,104,66,1222,939,721,528,11,407,77,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,3,FALSE,0.0,0.007036,0.005866,0.004877,7264,FALSE,0,104,66,104,66,1222,939,467,308,11,682,121,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,4,FALSE,0.0,0.007272,0.006072,0.004708,7220,FALSE,0,104,66,104,66,1222,939,436,288,11,704,132,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,5,FALSE,0.0,0.007085,0.006021,0.004882,7412,FALSE,0,104,66,104,66,1222,939,500,341,11,649,121,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,6,FALSE,0.0,0.007099,0.006722,0.0,5368,TRUE,0,104,66,104,66,1222,939,461,289,11,715,110,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,7,NONE,0.0,0.007107,0.003481,0.0,435032,FALSE,0,104,66,104,66,1222,939,509,352,0,330,44,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,8,TRUE,0.0,0.00858,0.006087,0.004322,7184,FALSE,0,104,66,104,66,1222,939,402,253,11,693,132,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00010M0001C001P001G001,9,NONE,0.0,0.006887,0.006826,0.0,381384,FALSE,0,104,66,104,66,1222,939,555,385,11,528,110,11,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,1,NONE,0.0,0.014857,0.014943,0.0,404372,FALSE,0,104,66,104,66,2732,2104,1286,882,21,1428,231,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,10,TRUE,0.0,0.017042,0.012074,0.02645,7972,FALSE,0,104,66,104,66,2732,2104,926,567,21,1281,147,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,11,TRUE,0.0,0.015568,0.001862,0.0,3452,TRUE,1,104,66,104,66,2732,2104,1,0,0,0,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,12,NONE,0.0,0.020118,0.011144,0.0,152216,FALSE,0,104,66,104,66,2732,2104,1373,925,21,1176,189,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,13,TRUE,0.0,0.018355,0.013491,0.013206,8652,FALSE,0,104,66,104,66,2732,2104,1140,736,0,1260,210,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,14,TRUE,0.0,0.015039,0.00846,0.022523,9124,FALSE,0,104,66,104,66,2732,2104,1307,882,21,1407,189,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,15,NONE,0.0,0.015327,0.011677,0.0,521672,FALSE,0,104,66,104,66,2732,2104,1245,819,21,1176,189,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,16,TRUE,0.0,0.01422,0.013018,0.0,6516,TRUE,0,104,66,104,66,2732,2104,1034,630,21,1344,189,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,2,NONE,0.0,0.015584,0.013741,0.0,472400,FALSE,0,104,66,104,66,2732,2104,1246,820,21,1176,189,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,3,FALSE,0.0,0.016006,0.013394,0.0,6736,TRUE,0,104,66,104,66,2732,2104,970,588,21,1596,252,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,4,FALSE,0.0,0.016301,0.014123,0.032077,8468,FALSE,0,104,66,104,66,2732,2104,991,609,21,1533,231,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,5,NONE,0.0,0.015758,0.013071,0.0,372216,FALSE,0,104,66,104,66,2732,2104,1477,987,21,1197,126,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,6,TRUE,0.0,0.019166,0.013901,0.005322,8296,FALSE,0,104,66,104,66,2732,2104,1179,798,0,1323,231,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,7,NONE,0.0,0.015548,0.011079,0.0,541404,FALSE,0,104,66,104,66,2732,2104,1010,630,21,1134,105,21,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,8,TRUE,0.0,0.015343,0.008941,0.093945,8644,FALSE,0,104,66,104,66,2732,2104,1451,1029,21,882,126,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00020M0002C001P001G001,9,FALSE,0.0,0.015569,0.011227,0.034935,8864,FALSE,0,104,66,104,66,2732,2104,1538,1092,21,1197,168,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,1,FALSE,0.0,0.047116,0.056186,0.0,24948,TRUE,0,104,66,104,66,9917,7654,6431,4539,0,3519,459,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,10,FALSE,0.0,0.058061,0.050499,0.205988,19788,FALSE,0,104,66,104,66,9917,7654,5155,3264,0,3978,459,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,11,NONE,0.0,0.057185,0.044062,0.0,195976,FALSE,0,104,66,104,66,9917,7654,4744,3213,51,3570,153,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,12,TRUE,0.0,0.067342,0.055806,0.368099,16888,FALSE,0,104,66,104,66,9917,7654,4184,2551,0,4794,306,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,13,FALSE,0.0,0.058073,0.068837,0.126551,17676,FALSE,0,104,66,104,66,9917,7654,4439,2703,51,5610,459,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,14,TRUE,0.0,0.072992,0.031462,0.098805,18208,FALSE,0,104,66,104,66,9917,7654,4643,2958,51,2499,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,15,TRUE,0.0,0.073631,0.064161,0.125836,19792,FALSE,0,104,66,104,66,9917,7654,5005,3266,51,4947,612,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,16,NONE,0.0,0.046003,0.070865,0.0,438904,FALSE,0,104,66,104,66,9917,7654,5008,3165,51,5610,510,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,2,FALSE,0.0,0.057245,0.054512,0.242779,22344,FALSE,0,104,66,104,66,9917,7654,5307,3468,51,4335,357,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,3,FALSE,0.0,0.067598,0.050053,0.483931,18208,FALSE,0,104,66,104,66,9917,7654,4593,2908,51,3723,255,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,4,TRUE,0.0,0.058919,0.072274,0.101799,18796,FALSE,0,104,66,104,66,9917,7654,4745,3060,51,3468,357,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,5,TRUE,0.0,0.04767,0.067055,0.288991,17944,FALSE,0,104,66,104,66,9917,7654,4445,2756,51,6222,663,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,6,FALSE,0.0,0.057445,0.050864,0.050062,22720,FALSE,0,104,66,104,66,9917,7654,5822,3929,0,4335,459,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,7,FALSE,0.0,0.074683,0.037663,0.283192,17412,FALSE,0,104,66,104,66,9917,7654,4285,2754,51,3876,153,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,8,NONE,0.0,0.057172,0.077147,0.0,234404,FALSE,0,104,66,104,66,9917,7654,4803,3063,51,5661,612,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00050M0005C002P002G001,9,FALSE,0.0,0.076802,0.075635,0.536068,18468,FALSE,0,104,66,104,66,9917,7654,4644,2958,51,5406,561,102,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,1,TRUE,0.0,0.172394,0.370118,12.6682,62572,FALSE,0,104,66,104,66,31232,24244,17174,11009,101,16160,1313,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,10,FALSE,0.0,0.190548,0.269078,1.08236,54672,FALSE,0,104,66,104,66,31232,24244,15151,9292,101,15655,909,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,11,TRUE,0.0,0.156814,0.27028,9.21734,66192,FALSE,0,104,66,104,66,31232,24244,18285,12221,101,13837,1414,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,12,NONE,0.0,0.276494,0.224292,0.0,104292,FALSE,0,104,66,104,66,31232,24244,18286,12322,101,14948,909,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,13,NONE,0.0,0.161674,0.29203,0.0,121864,FALSE,0,104,66,104,66,31232,24244,16469,10403,101,13938,1414,606,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,14,FALSE,0.0,0.159086,0.282203,0.873701,69232,FALSE,0,104,66,104,66,31232,24244,18794,12627,0,17170,1313,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,15,NONE,0.0,0.166688,0.249252,0.0,101008,FALSE,0,104,66,104,66,31232,24244,20208,14042,0,10706,1313,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,16,FALSE,0.0,0.173331,0.244546,1.27924,59392,FALSE,0,104,66,104,66,31232,24244,16060,10302,101,13635,1010,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,2,FALSE,0.0,0.214127,0.293079,0.2795,61884,FALSE,0,104,66,104,66,31232,24244,16567,11009,0,17069,1212,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,3,TRUE,0.0,0.193029,0.10853,1.1649,22172,FALSE,0,104,66,104,66,31232,24244,4646,4444,101,2222,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,4,FALSE,0.0,0.19545,0.29864,1.68763,62328,FALSE,0,104,66,104,66,31232,24244,16771,11211,101,16665,1414,101,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,5,NONE,0.0,0.218097,0.335998,0.0,99056,FALSE,0,104,66,104,66,31232,24244,17174,10807,101,13635,1010,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,6,NONE,0.0,0.2261,0.286777,0.0,72736,FALSE,0,104,66,104,66,31232,24244,19898,13938,101,9191,202,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,7,TRUE,0.0,0.224011,0.31965,0.792484,63424,FALSE,0,104,66,104,66,31232,24244,17781,11514,101,13332,1010,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,8,FALSE,0.0,0.217426,0.442402,8.58845,62064,FALSE,0,104,66,104,66,31232,24244,17479,11312,101,14039,1313,606,0,0,0,0,1,0,0
FamilyReunion-COL-L00100M0010C005P005G002,9,FALSE,0.0,0.168211,0.319585,1.02598,55180,FALSE,0,104,66,104,66,31232,24244,14951,9192,101,12019,909,505,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,1,NONE,0.0,0.63271,2.16653,0.0,215872,FALSE,0,104,66,104,66,107357,83419,60100,38391,201,39396,201,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,10,NONE,0.0,0.611788,1.02477,0.0,2476,FALSE,0,104,66,104,66,107357,83419,64127,41809,201,47436,3618,2010,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,11,NONE,0.0,0.597056,2.30334,0.0,207836,FALSE,0,104,66,104,66,107357,83419,57892,35778,201,56079,3618,2010,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,12,NONE,0.0,0.687479,1.10671,0.0,265660,FALSE,0,104,66,104,66,107357,83419,73370,50250,201,46431,804,201,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,13,NONE,0.0,0.693643,0.0,0.0,3388,FALSE,0,104,66,104,66,107357,83419,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L00200M0020C010P010G005,14,NONE,0.0,0.589896,0.0,0.0,3388,FALSE,0,104,66,104,66,107357,83419,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L00200M0020C010P010G005,15,NONE,0.0,0.579366,0.0,0.0,3392,FALSE,0,104,66,104,66,107357,83419,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L00200M0020C010P010G005,16,NONE,0.0,0.56065,0.0,0.0,3392,FALSE,0,104,66,104,66,107357,83419,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L00200M0020C010P010G005,2,NONE,0.0,0.727484,2.63087,0.0,237012,FALSE,0,104,66,104,66,107357,83419,66331,44622,201,48642,603,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,3,NONE,0.0,0.811115,2.53609,0.0,206200,FALSE,0,104,66,104,66,107357,83419,56684,34773,201,62913,3417,2010,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,4,FALSE,0.0,0.765085,2.56042,14.2953,196984,FALSE,0,104,66,104,66,107357,83419,55678,34170,201,43014,201,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,5,TRUE,0.0,0.797746,1.78243,14.0902,191076,FALSE,0,104,66,104,66,107357,83419,55678,34170,201,33768,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,6,NONE,0.0,0.727944,1.72659,0.0,226396,FALSE,0,104,66,104,66,107357,83419,63320,41205,201,56079,3819,2010,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,7,NONE,0.0,0.618061,1.90377,0.0,213920,FALSE,0,104,66,104,66,107357,83419,59899,38391,201,39195,201,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,8,FALSE,0.0,0.676953,2.58369,1.21695,205528,FALSE,0,104,66,104,66,107357,83419,56892,35178,0,70350,4221,2010,0,0,0,0,1,0,0
FamilyReunion-COL-L00200M0020C010P010G005,9,NONE,0.0,0.639872,1.61967,0.0,227504,FALSE,0,104,66,104,66,107357,83419,63518,43617,201,42813,2814,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,1,NONE,0.0,3.41361,15.5183,0.0,874992,FALSE,0,104,66,104,66,394607,306769,253438,169222,401,175638,11629,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,10,NONE,0.0,4.35857,40.407,0.0,751872,FALSE,0,104,66,104,66,394607,306769,217349,133534,401,260650,12431,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,11,TRUE,0.0,3.2965,8.83929,0.0,3448,TRUE,1,104,66,104,66,394607,306769,1,0,0,0,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,12,NONE,0.0,3.76315,33.9545,0.0,818788,FALSE,0,104,66,104,66,394607,306769,231779,156791,401,184861,1203,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,13,NONE,0.0,4.43871,37.5019,0.0,812672,FALSE,0,104,66,104,66,394607,306769,237394,152781,401,168821,8822,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,14,NONE,0.0,3.32241,24.9257,0.0,901504,FALSE,0,104,66,104,66,394607,306769,258651,172831,401,149573,2005,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,15,NONE,0.0,3.14205,34.8505,0.0,884228,FALSE,0,104,66,104,66,394607,306769,251432,167618,401,225362,12030,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,16,NONE,0.0,2.67232,8.25197,0.0,796608,FALSE,0,104,66,104,66,394607,306769,232181,149172,401,170024,9624,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,2,NONE,0.0,2.94551,29.2177,0.0,869616,FALSE,0,104,66,104,66,394607,306769,253036,169222,0,142355,11629,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,3,NONE,0.0,2.8316,29.117,0.0,742792,FALSE,0,104,66,104,66,394607,306769,218548,135137,0,186866,10025,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,4,NONE,0.0,2.76326,6.60172,0.0,481200,FALSE,0,104,66,104,66,394607,306769,132731,99047,0,49323,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,5,NONE,0.0,2.63854,25.6226,0.0,757604,FALSE,0,104,66,104,66,394607,306769,218148,133934,401,245412,10426,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,6,NONE,0.0,2.89244,23.7055,0.0,735560,FALSE,0,104,66,104,66,394607,306769,216140,132731,401,148771,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,7,NONE,0.0,2.77283,30.2408,0.0,800620,FALSE,0,104,66,104,66,394607,306769,234187,151177,401,153182,10025,8020,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,8,NONE,0.0,2.84611,30.3879,0.0,875212,FALSE,0,104,66,104,66,394607,306769,245414,159999,401,203307,1203,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00400M0040C020P020G001,9,NONE,0.0,3.1988,23.0097,0.0,886712,FALSE,0,104,66,104,66,394607,306769,254644,170024,401,191277,11228,8421,0,0,0,0,1,0,0
FamilyReunion-COL-L00800M0080C040P040G020,1,NONE,0.0,22.8272,60.0054,0.0,3821560,FALSE,0,104,66,104,66,1509107,1173469,1089754,758939,0,396904,0,0,0,0,0,0,1,0,0
FamilyReunion-COL-L00800M0080C040P040G020,2,NONE,0.0,18.6985,0.0,0.0,0,FALSE,0,104,66,104,66,1509107,1173469,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,1,NONE,0.0,1288.29,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,10,NONE,0.0,924.27,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,11,NONE,0.0,918.297,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,12,NONE,0.0,916.953,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,13,NONE,0.0,1088.13,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,14,NONE,0.0,1139.2,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,15,NONE,0.0,1050.39,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,16,NONE,0.0,1097.18,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,2,NONE,0.0,897.977,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,3,NONE,0.0,886.05,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,4,NONE,0.0,882.741,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,5,NONE,0.0,981.17,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,6,NONE,0.0,881.385,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,7,NONE,0.0,862.257,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,8,NONE,0.0,880.69,0.0,0.0,3392,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L03000M0300G150P150G075,9,NONE,0.0,1006.9,0.0,0.0,3388,FALSE,0,104,66,104,66,20508857,15950319,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,1,NONE,0.0,0.0,0.0,0.0,3388,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,10,NONE,0.0,0.0,0.0,0.0,3388,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,11,NONE,0.0,0.0,0.0,0.0,3388,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,12,NONE,0.0,0.0,0.0,0.0,3388,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,13,NONE,0.0,0.0,0.0,0.0,3388,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FamilyReunion-COL-L05000M0500C250P250G125,14,NONE,0.0,0.0,0.0,0.0,3392,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
