model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count, unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 1,rule 2
AirplaneLD-COL-0200,15,FALSE,0.0,0.000363,0.000164,0.0,4196,TRUE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0200,16,FALSE,0.0,0.000362,0.000153,0.0,4140,TRUE,77,20,15,20,15,28,27,17,15,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0200,2,TRUE,0.0,0.000361,0.000169,0.0,4184,TRUE,421,20,15,20,15,28,27,23,22,1,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0200,3,TRUE,0.0,0.00036,0.00019,0.002599,5812,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0200,4,TRUE,0.0,0.000329,0.000155,0.0,3560,TRUE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0200,5,TRUE,0.0,0.000376,0.000194,0.002677,5932,FALSE,221,20,15,20,15,28,27,20,19,0,2,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0200,6,FALSE,0.0,0.000395,0.000198,0.002676,5872,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0200,7,FALSE,0.0,0.00032,0.000106,0.0,4068,TRUE,4,20,15,20,15,28,27,5,4,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0200,8,FALSE,0.0,0.000367,0.000106,0.0,4024,TRUE,13,20,15,20,15,28,27,9,8,1,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0200,9,TRUE,0.0,0.000352,0.000202,0.002329,5932,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,1,TRUE,0.0,0.012962,0.000181,0.002257,5808,FALSE,53,20,15,20,15,28,27,14,13,0,5,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,10,FALSE,0.0,0.000356,0.000183,0.0,4192,TRUE,489,20,15,20,15,28,27,22,22,0,3,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,11,FALSE,0.0,0.000342,9.3e-05,0.0,3504,TRUE,2,20,15,20,15,28,27,2,1,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,12,TRUE,0.0,0.000392,0.000146,0.0,4012,TRUE,13,20,15,20,15,28,27,9,8,1,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,13,TRUE,0.0,0.000398,8.3e-05,0.0,3448,TRUE,1,20,15,20,15,28,27,1,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0500,14,FALSE,0.0,0.000345,0.000137,0.0,4156,TRUE,281,20,15,20,15,28,27,19,20,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,15,TRUE,0.0,0.000384,9.8e-05,0.0,3524,TRUE,4,20,15,20,15,28,27,5,4,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0500,16,TRUE,0.0,0.000384,0.000152,0.0,4104,TRUE,25,20,15,20,15,28,27,11,11,1,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,2,TRUE,0.0,0.000385,0.000195,0.0,4184,TRUE,297,20,15,20,15,28,27,23,20,0,4,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-0500,3,FALSE,0.0,0.000414,0.000223,0.002472,5872,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,4,FALSE,0.0,0.000374,0.0002,0.0,4184,TRUE,409,20,15,20,15,28,27,21,22,0,3,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,5,TRUE,0.0,0.00039,0.000176,0.0,4168,TRUE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,6,FALSE,0.0,0.000348,0.000151,0.002405,6196,FALSE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,7,TRUE,0.0,0.000384,0.000168,0.002314,5812,FALSE,345,20,15,20,15,28,27,20,21,0,4,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-0500,8,FALSE,0.0,0.000512,0.000126,0.002672,5932,FALSE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-0500,9,FALSE,0.0,0.00042,0.000117,0.0,4204,TRUE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,1,TRUE,0.0,0.000444,0.000164,0.0,4156,TRUE,185,20,15,20,15,28,27,19,18,0,2,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-1000,10,FALSE,0.0,0.000463,0.000132,0.0,4096,TRUE,18,20,15,20,15,28,27,10,8,0,3,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-1000,11,TRUE,0.0,0.000385,0.000165,0.0,3676,TRUE,937,20,15,20,15,28,27,25,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,12,TRUE,0.0,0.000379,0.000119,0.0,4000,TRUE,7,20,15,20,15,28,27,6,5,0,1,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-1000,13,TRUE,0.0,0.000445,0.00015,0.0,3668,TRUE,1113,20,15,20,15,28,27,24,25,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,14,TRUE,0.0,0.000429,0.000168,0.0,3624,TRUE,25,20,15,20,15,28,27,11,11,1,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,15,FALSE,0.0,0.000426,0.000168,0.002306,5932,FALSE,17,20,15,20,15,28,27,11,9,0,2,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,16,FALSE,0.0,0.000388,0.000191,0.0,3668,TRUE,809,20,15,20,15,28,27,24,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,2,FALSE,0.0,0.000381,9e-05,0.0,3508,TRUE,2,20,15,20,15,28,27,1,1,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,3,TRUE,0.0,0.000421,0.000162,0.0,4156,TRUE,937,20,15,20,15,28,27,24,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,4,FALSE,0.0,0.000558,0.000125,0.0,4196,TRUE,937,20,15,20,15,28,27,23,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,5,TRUE,0.0,0.000453,9.6e-05,0.0,3448,TRUE,1,20,15,20,15,28,27,1,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-1000,6,TRUE,0.0,0.000437,0.00018,0.00263,5932,FALSE,409,20,15,20,15,28,27,20,21,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,7,TRUE,0.0,0.000419,0.000136,0.002677,6196,FALSE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-1000,8,TRUE,0.0,0.000434,0.000203,0.0,3668,TRUE,473,20,15,20,15,28,27,22,22,0,3,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-1000,9,TRUE,0.0,0.00041,0.000101,0.0,4128,TRUE,554,20,15,20,15,28,27,18,20,0,0,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-2000,1,TRUE,0.0,0.00047,0.000192,0.0,3660,TRUE,345,20,15,20,15,28,27,21,21,0,4,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,10,FALSE,0.0,0.000508,0.000147,0.00245,6196,FALSE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,11,TRUE,0.0,0.000515,0.000145,0.0,4076,TRUE,26,20,15,20,15,28,27,8,8,0,0,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,12,FALSE,0.0,0.000778,0.000367,0.0,4180,TRUE,933,20,15,20,15,28,27,22,24,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,13,FALSE,0.0,0.000526,0.000177,0.002702,5872,FALSE,113,20,15,20,15,28,27,17,16,0,3,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,14,FALSE,0.0,0.000542,0.000171,0.0,4200,TRUE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,15,FALSE,0.0,0.000449,0.000136,0.0,4020,TRUE,7,20,15,20,15,28,27,6,5,1,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-2000,16,TRUE,0.0,0.00051,0.000157,0.0,4116,TRUE,14,20,15,20,15,28,27,7,6,0,1,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,2,FALSE,0.0,0.000521,0.000159,0.002692,6196,FALSE,809,20,15,20,15,28,27,25,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,3,FALSE,0.0,0.000504,0.000228,0.002464,5932,FALSE,221,20,15,20,15,28,27,21,19,0,2,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,4,FALSE,0.0,0.000521,0.000126,0.00258,6196,FALSE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,5,FALSE,0.0,0.000544,0.000121,0.0,3620,TRUE,32,20,15,20,15,28,27,10,9,0,0,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,6,FALSE,0.0,0.00049,0.000104,0.0,3508,TRUE,2,20,15,20,15,28,27,1,1,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-2000,7,FALSE,0.0,0.000499,0.000218,0.00232,5872,FALSE,4,20,15,20,15,28,27,4,4,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-2000,8,FALSE,0.0,0.00054,7.2e-05,0.0,3508,TRUE,2,20,15,20,15,28,27,1,1,0,0,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-2000,9,FALSE,0.0,0.00051,0.0002,0.0,4080,TRUE,185,20,15,20,15,28,27,18,18,0,6,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,1,FALSE,0.0,0.000684,0.000155,0.00247,5872,FALSE,57,20,15,20,15,28,27,14,14,1,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-4000,10,TRUE,0.0,0.000688,0.000191,0.0,4012,TRUE,9,20,15,20,15,28,27,10,7,0,9,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,11,TRUE,0.0,0.000699,0.000125,0.0,3996,TRUE,7,20,15,20,15,28,27,6,5,0,1,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-4000,12,TRUE,0.0,0.000666,0.000152,0.003199,6196,FALSE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-4000,13,FALSE,0.0,0.000683,0.000156,0.002423,5932,FALSE,50,20,15,20,15,28,27,14,12,1,0,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,14,FALSE,0.0,0.000698,0.000181,0.0,4132,TRUE,53,20,15,20,15,28,27,15,13,0,5,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-4000,15,TRUE,0.0,0.00063,0.000165,0.0,4112,TRUE,74,20,15,20,15,28,27,13,13,0,3,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,16,FALSE,0.0,0.000718,8.6e-05,0.0,3616,TRUE,2,20,15,20,15,28,27,3,1,0,0,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-4000,2,FALSE,0.0,0.000684,0.000181,0.002277,6196,FALSE,809,20,15,20,15,28,27,24,25,0,1,0,1,0,0,0,0,1,0,0
AirplaneLD-COL-4000,3,TRUE,0.0,0.000694,0.000172,0.0,4136,TRUE,73,20,15,20,15,28,27,16,15,0,2,0,2,0,0,0,0,1,0,0
AirplaneLD-COL-4000,4,TRUE,0.0,0.000722,0.000138,0.0,4132,TRUE,82,20,15,20,15,28,27,16,14,0,3,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,5,TRUE,0.0,0.00062,0.00014,0.0,3640,TRUE,276,20,15,20,15,28,27,18,16,0,0,0,5,0,0,0,0,1,0,0
AirplaneLD-COL-4000,6,FALSE,0.0,0.000702,0.000145,0.0,4076,TRUE,185,20,15,20,15,28,27,18,18,0,6,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,7,FALSE,0.0,0.000625,6.6e-05,0.00249,5872,FALSE,4,20,15,20,15,28,27,4,4,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-4000,8,TRUE,0.0,0.000742,0.000179,0.002641,5812,FALSE,217,20,15,20,15,28,27,19,19,0,5,0,3,0,0,0,0,1,0,0
AirplaneLD-COL-4000,9,TRUE,0.0,0.000697,0.00011,0.002177,5812,FALSE,33,20,15,20,15,28,27,11,11,1,0,0,1,0,0,0,0,1,0,0
BART-COL-002,1,FALSE,0.0,0.004355,0.031116,0.0,4256,TRUE,8778,4,7,4,7,160,287,160,202,0,0,0,59,20,0,0,0,0,0,0
BART-COL-002,10,TRUE,0.0,0.005256,0.000214,0.0,3568,TRUE,1,4,7,4,7,160,287,2,0,0,0,0,0,0,0,0,0,1,0,0
BART-COL-002,11,TRUE,0.0,0.005354,0.058949,0.0,4308,TRUE,8778,4,7,4,7,160,287,160,202,0,0,0,59,20,0,0,0,0,0,0
BART-COL-002,12,TRUE,0.0,0.005564,0.000229,0.0,3568,TRUE,1,4,7,4,7,160,287,3,0,0,0,0,0,0,0,0,0,1,0,0
BART-COL-002,13,TRUE,0.0,0.005088,0.05112,0.0,4308,TRUE,8778,4,7,4,7,160,287,160,202,0,0,0,59,20,0,0,0,0,0,0
BART-COL-002,14,TRUE,0.0,0.005191,0.047119,0.0,4240,TRUE,8778,4,7,4,7,160,287,157,202,0,0,0,59,20,0,0,0,1,0,0
BART-COL-002,15,FALSE,0.0,0.004833,0.031739,0.0,4304,TRUE,8778,4,7,4,7,160,287,158,202,0,0,0,59,20,0,0,0,1,0,0
BART-COL-002,16,TRUE,0.0,0.005317,0.030741,0.0,4244,TRUE,8778,4,7,4,7,160,287,159,202,0,0,0,59,20,0,0,0,1,0,0
BART-COL-002,2,FALSE,0.0,0.005271,0.000209,0.0,3512,TRUE,1,4,7,4,7,160,287,3,0,0,0,0,0,0,0,0,0,1,0,0
BART-COL-002,3,FALSE,0.0,0.005127,0.000234,0.0,3444,TRUE,1,4,7,4,7,160,287,1,0,0,0,0,0,0,0,0,0,1,0,0
BART-COL-002,4,FALSE,0.0,0.005411,0.000232,0.0,3516,TRUE,1,4,7,4,7,160,287,3,0,0,0,0,0,0,0,0,0,1,0,0
BART-COL-002,5,TRUE,0.0,0.005259,0.031296,0.0,4256,TRUE,8778,4,7,4,7,160,287,159,202,0,0,0,59,20,0,0,0,1,0,0
BART-COL-002,6,FALSE,0.0,0.005453,0.047437,0.0,4240,TRUE,8778,4,7,4,7,160,287,160,202,0,0,0,59,20,0,0,0,0,0,0
