model name,query index,verification time,verification memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R
ASLink-PT-01a,10,0.0,6100,TRUE,TRUE,431,735,334,651,0.004689,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,11,0.034026,7664,FALSE,FALSE,431,735,334,651,0.004232,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,12,0.169697,7828,FALSE,FALSE,431,735,334,651,0.004613,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,13,0.0,6076,FALSE,TRUE,431,735,334,651,0.004575,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,14,0.0,6080,FALSE,TRUE,431,735,336,652,0.004511,12117203,68,18,18,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,15,0.003648,7676,FALSE,FALSE,431,735,336,653,0.004447,10666892,68,13,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,16,0.0,6092,TRUE,TRUE,431,735,340,657,0.004973,10549701,63,17,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,2,0.002399,7136,FALSE,FALSE,431,735,334,651,0.004208,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,3,0.0,6084,TRUE,TRUE,431,735,336,653,0.004942,10384623,67,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,4,0.0,6084,FALSE,TRUE,431,735,336,652,0.004214,10379103,68,18,18,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,5,0.0,6100,TRUE,TRUE,431,735,346,659,0.003545,0,61,18,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,6,0.003256,7660,FALSE,FALSE,431,735,334,651,0.004436,10327611,69,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,7,0.0,6244,TRUE,TRUE,431,735,337,654,0.004622,10446384,66,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,8,0.0,6076,FALSE,TRUE,431,735,335,652,0.004526,10357080,68,18,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01a,9,0.0,6104,FALSE,TRUE,431,735,343,657,0.003451,13046760,63,18,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,1,0.006081,7824,FALSE,FALSE,846,1148,353,667,0.007259,0,455,29,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,10,0.064641,7164,TRUE,FALSE,846,1148,343,660,0.006078,11100746,461,30,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,11,0.0,6148,FALSE,TRUE,846,1148,357,670,0.006233,0,453,24,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,12,0.0,6120,TRUE,TRUE,846,1148,348,663,0.006062,11143657,459,29,20,8,0,1,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,13,0.0,6112,FALSE,TRUE,846,1148,346,662,0.005404,0,463,25,20,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,14,0.015984,7196,FALSE,FALSE,846,1148,353,667,0.0059,0,457,27,18,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,15,0.0,6184,TRUE,TRUE,846,1148,359,672,0.005268,0,450,29,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,16,0.019148,6668,FALSE,FALSE,846,1148,352,667,0.005963,11309577,456,29,19,7,0,1,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,2,0.002828,7688,FALSE,FALSE,846,1148,342,659,0.006256,11288234,462,30,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,3,0.0,6124,FALSE,TRUE,846,1148,346,663,0.006249,0,458,30,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,4,0.0,6100,TRUE,TRUE,846,1148,343,660,0.00602,11099376,461,30,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,5,0.004192,7704,FALSE,FALSE,846,1148,348,663,0.005351,13472256,459,29,19,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,6,0.0,6104,TRUE,TRUE,846,1148,344,661,0.005995,11133992,460,29,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,7,0.002315,6644,FALSE,FALSE,846,1148,346,662,0.006255,13002216,459,30,20,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,8,0.0,6148,TRUE,TRUE,846,1148,356,669,0.005865,0,452,30,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-01b,9,0.0,6100,FALSE,TRUE,846,1148,341,658,0.005964,11042312,463,30,21,8,0,2,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,1,11.3487,34108,FALSE,FALSE,626,1008,470,875,0.009083,0,112,27,30,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,10,0.019213,7536,FALSE,FALSE,626,1008,468,874,0.005367,0,112,28,31,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,11,0.017353,7536,TRUE,FALSE,626,1008,468,874,0.006232,0,112,28,31,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,12,0.0,438576,NONE,FALSE,626,1008,470,875,0.00521,0,112,24,31,11,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,13,0.033557,7824,FALSE,FALSE,626,1008,479,881,0.004815,0,105,28,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,14,0.0,6712,FALSE,TRUE,626,1008,465,872,0.006172,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,15,0.0,374684,NONE,FALSE,626,1008,478,882,0.006136,0,107,25,30,11,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,16,22.0277,55572,FALSE,FALSE,626,1008,465,872,0.006263,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,2,0.0,6712,FALSE,TRUE,626,1008,465,872,0.006298,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,3,0.0,6716,TRUE,TRUE,626,1008,465,872,0.005469,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,4,0.002578,7788,FALSE,FALSE,626,1008,465,872,0.006011,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,5,0.002653,7788,FALSE,FALSE,626,1008,465,872,0.006035,0,114,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,6,0.0,6716,TRUE,TRUE,626,1008,467,874,0.006141,0,112,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,7,0.0,6744,FALSE,TRUE,626,1008,474,879,0.006118,0,108,27,31,11,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,8,0.024608,8324,FALSE,FALSE,626,1008,467,874,0.005854,0,112,28,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02a,9,0.0,6720,FALSE,TRUE,626,1008,466,873,0.006269,0,114,23,32,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,1,0.003037,8596,FALSE,FALSE,1242,1621,491,895,0.006639,0,687,46,32,10,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,10,0.0,6736,FALSE,TRUE,1242,1621,474,881,0.008535,0,699,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,11,0.038381,8348,TRUE,FALSE,1242,1621,477,884,0.008659,0,696,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,12,0.595906,8708,TRUE,FALSE,1242,1621,493,896,0.008526,0,688,43,32,11,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,13,0.020098,7816,FALSE,FALSE,1242,1621,475,882,0.008535,0,698,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,14,0.0,6784,TRUE,TRUE,1242,1621,493,896,0.00741,0,690,42,31,10,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,15,0.0,380948,NONE,FALSE,1242,1621,487,891,0.008444,0,690,46,33,11,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,16,0.02195,7816,TRUE,FALSE,1242,1621,475,882,0.007515,0,698,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,2,0.0,6756,TRUE,TRUE,1242,1621,482,888,0.008535,0,692,47,34,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,3,1.98427,11752,TRUE,FALSE,1242,1621,499,901,0.008631,0,682,45,30,10,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,4,0.02221,7820,FALSE,FALSE,1242,1621,479,886,0.008692,0,695,46,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,5,0.208393,7548,FALSE,FALSE,1242,1621,476,883,0.008603,0,697,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,6,0.0,6740,FALSE,TRUE,1242,1621,476,883,0.008257,0,698,46,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,7,0.308252,8108,TRUE,FALSE,1242,1621,487,893,0.008506,0,689,46,34,10,0,3,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,8,0.252545,7816,FALSE,FALSE,1242,1621,477,884,0.007419,0,696,47,35,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-02b,9,0.013742,8108,FALSE,FALSE,1242,1621,485,890,0.00746,0,690,47,33,11,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,1,0.0,296928,NONE,FALSE,821,1281,597,1094,0.00841,0,159,33,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,10,0.0,7568,FALSE,TRUE,821,1281,601,1096,0.00755,0,156,38,43,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,11,0.0,302720,NONE,FALSE,821,1281,597,1094,0.007724,0,159,37,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,12,1.51669,9464,FALSE,FALSE,821,1281,596,1093,0.007499,0,159,38,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,13,0.0,7532,FALSE,TRUE,821,1281,596,1093,0.007606,0,159,38,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,14,0.100767,8288,FALSE,FALSE,821,1281,597,1094,0.007614,0,158,38,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,15,0.035236,8288,TRUE,FALSE,821,1281,597,1094,0.007679,0,159,37,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,16,0.0,313724,NONE,FALSE,821,1281,616,1106,0.00601,0,146,38,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,2,0.004372,8820,FALSE,FALSE,821,1281,598,1094,0.007625,0,158,38,44,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,3,0.0,7616,TRUE,TRUE,821,1281,623,1110,0.005397,0,142,38,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,4,0.0,7532,TRUE,TRUE,821,1281,596,1093,0.008306,0,159,37,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,5,0.0,279764,NONE,FALSE,821,1281,596,1093,0.006615,0,159,38,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,6,0.0,7544,TRUE,TRUE,821,1281,601,1097,0.00774,0,155,38,45,14,0,5,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,7,0.0,7536,FALSE,TRUE,821,1281,597,1094,0.00764,0,159,37,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,8,0.047555,8816,FALSE,FALSE,821,1281,597,1094,0.007699,0,158,38,45,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03a,9,19.9811,46608,TRUE,FALSE,821,1281,620,1109,0.006085,0,143,38,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,1,0.0,7568,FALSE,TRUE,1638,2094,610,1106,0.009226,0,933,64,48,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,10,0.084017,8156,FALSE,FALSE,1638,2094,612,1109,0.01089,0,930,64,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,11,0.0,7568,FALSE,TRUE,1638,2094,611,1106,0.009475,0,933,64,47,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,12,0.00406,8352,FALSE,FALSE,1638,2094,617,1111,0.010179,0,928,64,48,14,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,13,0.0,7568,FALSE,TRUE,1638,2094,610,1107,0.011171,0,932,63,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,14,0.277672,8148,FALSE,FALSE,1638,2094,610,1107,0.010882,0,933,62,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,15,0.0,7564,FALSE,TRUE,1638,2094,609,1106,0.011019,0,933,63,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,16,0.0,328356,NONE,FALSE,1638,2094,618,1112,0.010888,0,927,64,48,14,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,2,1.46666,9724,FALSE,FALSE,1638,2094,636,1128,0.011208,0,913,62,45,13,0,4,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,3,0.0,7564,FALSE,TRUE,1638,2094,608,1105,0.011229,0,934,64,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,4,0.002771,8148,TRUE,FALSE,1638,2094,610,1107,0.0095,0,932,64,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,5,0.0,284932,NONE,FALSE,1638,2094,611,1107,0.009257,0,933,63,48,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,6,0.003812,8356,FALSE,FALSE,1638,2094,617,1112,0.0094,0,927,63,48,14,0,5,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,7,0.292741,8324,FALSE,FALSE,1638,2094,609,1106,0.01083,0,933,64,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,8,0.0,7564,FALSE,TRUE,1638,2094,608,1105,0.0109,0,934,64,49,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-03b,9,0.001828,8228,FALSE,FALSE,1638,2094,615,1111,0.011262,0,930,62,48,14,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,1,0.0,8520,TRUE,TRUE,1016,1554,758,1334,0.005493,0,184,47,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,10,0.0,8424,FALSE,TRUE,1016,1554,729,1315,0.009549,0,203,48,57,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,11,0.054056,8484,TRUE,FALSE,1016,1554,727,1314,0.01088,0,204,48,58,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,12,0.0,8420,FALSE,TRUE,1016,1554,727,1314,0.007856,0,204,48,58,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,13,0.0,8560,FALSE,TRUE,1016,1554,733,1319,0.009252,0,200,47,58,17,0,7,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,14,0.0,451468,NONE,FALSE,1016,1554,731,1317,0.009108,0,201,48,57,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,15,0.0,8428,FALSE,TRUE,1016,1554,729,1316,0.009492,0,202,47,58,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,16,0.0,8440,FALSE,TRUE,1016,1554,735,1319,0.00832,0,199,48,55,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,2,18.5608,30772,FALSE,FALSE,1016,1554,727,1314,0.009143,0,204,48,58,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,3,0.0,257596,NONE,FALSE,1016,1554,733,1318,0.009178,0,200,47,57,17,0,7,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,4,0.0,8432,FALSE,TRUE,1016,1554,731,1316,0.008165,0,202,48,56,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,5,0.479371,8624,FALSE,FALSE,1016,1554,764,1340,0.007688,0,182,41,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,6,0.0,8428,TRUE,TRUE,1016,1554,729,1315,0.008063,0,203,48,57,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,7,0.0,8420,FALSE,TRUE,1016,1554,727,1314,0.009127,0,204,48,58,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,8,0.0,8536,TRUE,TRUE,1016,1554,763,1340,0.007214,0,180,46,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04a,9,0.457787,8520,FALSE,FALSE,1016,1554,729,1315,0.009188,0,203,48,57,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,1,0.0,8500,TRUE,TRUE,2034,2567,749,1334,0.01032,0,1164,81,63,17,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,10,0.0,8472,FALSE,TRUE,2034,2567,741,1328,0.013557,0,1170,81,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,11,0.0,8476,FALSE,TRUE,2034,2567,743,1330,0.013643,0,1168,81,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,12,0.0,8532,TRUE,TRUE,2034,2567,762,1344,0.013359,0,1155,78,60,17,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,13,0.0,299144,NONE,FALSE,2034,2567,752,1337,0.013634,0,1163,79,61,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,14,0.0,8472,TRUE,TRUE,2034,2567,741,1328,0.012955,0,1170,81,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,15,0.640248,8548,FALSE,FALSE,2034,2567,743,1329,0.013632,0,1170,77,63,17,0,7,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,16,0.160381,8556,FALSE,FALSE,2034,2567,748,1333,0.013766,0,1165,81,63,17,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,2,0.171241,8620,TRUE,FALSE,2034,2567,757,1340,0.013813,0,1162,74,60,17,0,7,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,3,15.8576,93336,FALSE,FALSE,2034,2567,749,1335,0.011744,0,1163,81,62,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,4,0.0,254876,NONE,FALSE,2034,2567,746,1333,0.013517,0,1165,80,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,5,0.051165,8548,FALSE,FALSE,2034,2567,742,1329,0.013583,0,1170,79,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,6,0.030621,8556,FALSE,FALSE,2034,2567,750,1333,0.013591,0,1167,73,61,17,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,7,0.0,8476,FALSE,TRUE,2034,2567,742,1329,0.013585,0,1169,81,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,8,0.0,271756,NONE,FALSE,2034,2567,742,1329,0.01363,0,1169,81,63,17,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-04b,9,0.0,8556,FALSE,TRUE,2034,2567,759,1343,0.013589,0,1158,79,61,16,0,6,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,1,2.47184,13964,FALSE,FALSE,1211,1827,863,1539,0.010462,0,245,58,71,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,10,0.0,214616,NONE,FALSE,1211,1827,896,1561,0.008509,0,226,52,68,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,11,0.0,9180,TRUE,TRUE,1211,1827,859,1536,0.010788,0,248,58,71,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,12,0.0,9184,FALSE,TRUE,1211,1827,866,1541,0.01094,0,244,55,69,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,13,0.0,9176,FALSE,TRUE,1211,1827,858,1535,0.010836,0,249,58,71,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,14,0.0,232792,NONE,FALSE,1211,1827,860,1537,0.010813,0,249,55,71,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,15,0.0,416728,NONE,FALSE,1211,1827,865,1540,0.011346,0,244,58,69,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,16,0.0,204628,NONE,FALSE,1211,1827,896,1561,0.00881,0,223,58,69,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,2,2.3612,13540,FALSE,FALSE,1211,1827,858,1535,0.011143,0,249,58,71,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,3,0.0,425244,NONE,FALSE,1211,1827,863,1538,0.010995,0,246,58,69,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,4,0.0,9180,FALSE,TRUE,1211,1827,868,1543,0.011043,0,243,55,69,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,5,2.38905,13480,FALSE,FALSE,1211,1827,861,1537,0.011027,0,247,58,70,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,6,0.00726,9180,FALSE,FALSE,1211,1827,863,1538,0.010803,0,246,58,69,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,7,0.0,9176,FALSE,TRUE,1211,1827,863,1539,0.010688,0,245,58,71,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,8,0.0,416748,NONE,FALSE,1211,1827,898,1562,0.008626,0,223,57,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05a,9,0.0,280272,NONE,FALSE,1211,1827,863,1538,0.010807,0,246,58,70,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,1,0.0,211072,NONE,FALSE,2430,3040,885,1560,0.014278,0,1402,93,75,20,0,10,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,10,0.0,215100,NONE,FALSE,2430,3040,886,1559,0.016194,0,1399,97,74,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,11,0.0,212804,NONE,FALSE,2430,3040,892,1567,0.015991,0,1392,96,76,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,12,0.0,9180,FALSE,TRUE,2430,3040,891,1564,0.015926,0,1396,96,75,19,0,7,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,13,0.0,9176,FALSE,TRUE,2430,3040,892,1567,0.01615,0,1391,97,76,20,0,9,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,14,0.0,9176,TRUE,TRUE,2430,3040,887,1560,0.016074,0,1397,98,75,20,0,8,0,0,0,0,0,0,0,0,0,0,0
ASLink-PT-05b,15,37.4816,57444,FALSE,FALSE,2430,3040,889,1564,0.01638,0,1396,96,76,19,0,8,0,0,0,0,0,0,0,0,0,0,0
