model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule ParallelPlaces,rule ParallelTransitions
AirplaneLD-COL-0010,1,NONE,0.0,0.003081,4.6e-05,0.0,13692,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0010,2,NONE,0.0,0.000274,4.3e-05,0.0,14136,TRUE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0010,3,NONE,0.0,0.000261,7.9e-05,0.048253,147344,FALSE,1129,0,0,0,0,28,27,23,26,0,0,1,1,0,4,0,0,0,0,0
AirplaneLD-COL-0010,4,NONE,0.0,0.000257,4.9e-05,0.0,13736,TRUE,1129,0,0,0,0,28,27,26,27,0,0,0,0,0,2,0,0,0,0,0
AirplaneLD-COL-0010,5,NONE,0.0,0.000263,4.7e-05,0.0,14196,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0010,6,NONE,0.0,0.000263,5e-05,0.046582,146612,FALSE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0010,7,NONE,0.0,0.000261,4.5e-05,0.0,13740,TRUE,1129,0,0,0,0,28,27,26,27,0,0,1,0,0,1,0,0,0,0,0
AirplaneLD-COL-0010,8,NONE,0.0,0.000268,6.5e-05,0.046734,146596,FALSE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0010,9,NONE,0.0,0.000267,6.5e-05,0.046437,146684,FALSE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0010,10,NONE,0.0,0.000268,6.2e-05,0.0,14156,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0010,11,FALSE,0.0,0.000265,7e-05,0.0,4176,TRUE,1,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0010,12,NONE,0.0,0.000266,4.1e-05,0.045548,146840,FALSE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0010,13,NONE,0.0,0.000268,4.8e-05,0.047776,146592,FALSE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0010,14,FALSE,0.0,0.00026,4.1e-05,0.0,4116,TRUE,1,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0010,15,FALSE,0.0,0.000257,7e-05,0.0,4048,TRUE,1,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0010,16,NONE,0.0,0.000267,4.7e-05,0.0,13728,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0020,1,NONE,0.0,0.003099,4.8e-05,0.04981,146464,FALSE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0020,2,NONE,0.0,0.000261,4.5e-05,0.0,14152,TRUE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0020,3,NONE,0.0,0.000264,4.4e-05,0.054607,146728,FALSE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0020,4,NONE,0.0,0.000255,4.3e-05,0.0,13736,TRUE,1129,0,0,0,0,28,27,26,27,0,0,0,0,0,2,0,0,0,0,0
AirplaneLD-COL-0020,5,NONE,0.0,0.000259,7.5e-05,0.050829,146868,FALSE,1129,0,0,0,0,28,27,23,26,0,0,1,1,0,4,0,0,0,0,0
AirplaneLD-COL-0020,6,NONE,0.0,0.000276,6.5e-05,0.0,14156,TRUE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0020,7,NONE,0.0,0.000263,2.8e-05,0.0,13744,TRUE,1129,0,0,0,0,28,27,27,27,0,0,1,0,0,0,0,0,0,0,0
AirplaneLD-COL-0020,8,NONE,0.0,0.000282,6.5e-05,0.0,13740,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0020,9,NONE,0.0,0.000267,6.3e-05,0.0,13724,TRUE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0020,10,NONE,0.0,0.000265,7.1e-05,0.049052,147472,FALSE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0020,11,FALSE,0.0,0.000266,4.4e-05,0.0,4184,TRUE,1,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0
AirplaneLD-COL-0020,12,NONE,0.0,0.000265,4.9e-05,0.046189,146700,FALSE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0020,13,NONE,0.0,0.000254,7.5e-05,0.0,13720,TRUE,1129,0,0,0,0,28,27,23,26,0,0,1,1,0,4,0,0,0,0,0
AirplaneLD-COL-0020,14,NONE,0.0,0.000262,4.7e-05,0.044381,146640,FALSE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0020,15,NONE,0.0,0.000261,4.4e-05,0.0,14160,TRUE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0020,16,NONE,0.0,0.000264,4.6e-05,0.04127,146640,FALSE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0050,1,NONE,0.0,0.003083,4.5e-05,0.0,13624,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0050,2,NONE,0.0,0.000263,4.7e-05,0.0,13716,TRUE,1129,0,0,0,0,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0
AirplaneLD-COL-0050,3,NONE,0.0,0.000258,4.5e-05,0.0,14132,TRUE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0050,4,NONE,0.0,0.000255,4.6e-05,0.0,13696,TRUE,1129,0,0,0,0,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0
AirplaneLD-COL-0050,5,NONE,0.0,0.000265,5e-05,0.0,14184,TRUE,1129,0,0,0,0,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0
AirplaneLD-COL-0050,6,NONE,0.0,0.000251,7.6e-05,0.0,13728,TRUE,1129,0,0,0,0,28,27,24,26,0,0,1,1,0,3,0,0,0,0,0
AirplaneLD-COL-0050,7,NONE,0.0,0.000266,7.1e-05,0.0,13716,TRUE,1129,0,0,0,0,28,27,24,26,0,0,1,1,0,3,0,0,0,0,0
