model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2
AirplaneLD-COL-0010,1,TRUE,0.0,0.001634,0.000157,0.0,3756,TRUE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,2,FALSE,0.0,0.000487,0.000206,0.0,4100,TRUE,185,20,15,20,15,28,27,19,18,0,6,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,3,FALSE,0.0,0.000328,6.9e-05,0.0,3532,TRUE,2,20,15,20,15,28,27,1,1,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,4,FALSE,0.0,0.000393,0.000144,0.0,4132,TRUE,293,20,15,20,15,28,27,20,20,0,2,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,5,TRUE,0.0,0.000488,0.000148,0.0,4184,TRUE,281,20,15,20,15,28,27,18,20,0,2,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,6,FALSE,0.0,0.000324,0.000146,0.0,4168,TRUE,409,20,15,20,15,28,27,23,22,0,3,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,7,TRUE,0.0,0.000309,0.000106,0.002177,5972,FALSE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,8,FALSE,0.0,0.000371,0.000121,0.0,4172,TRUE,1129,20,15,20,15,28,27,26,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,9,TRUE,0.0,0.00032,0.000136,0.0,4172,TRUE,242,20,15,20,15,28,27,17,17,0,1,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,10,TRUE,0.0,0.000325,0.000123,0.0,4204,TRUE,125,20,15,20,15,28,27,17,17,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,11,TRUE,0.0,0.000319,7.3e-05,0.0,3612,TRUE,2,20,15,20,15,28,27,2,1,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,12,TRUE,0.0,0.000322,0.00014,0.0,4208,TRUE,937,20,15,20,15,28,27,24,25,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,13,TRUE,0.0,0.000358,0.000132,0.002184,5972,FALSE,77,20,15,20,15,28,27,16,15,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,14,FALSE,0.0,0.000312,0.000124,0.002146,6032,FALSE,57,20,15,20,15,28,27,14,14,1,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,15,TRUE,0.0,0.000365,0.000162,0.0,4228,TRUE,489,20,15,20,15,28,27,23,22,0,3,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,16,TRUE,0.0,0.000327,0.000135,0.0,4240,TRUE,937,20,15,20,15,28,27,23,25,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,1,FALSE,0.0,0.001697,0.000182,0.002902,6252,FALSE,681,20,15,20,15,28,27,22,24,0,2,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,2,FALSE,0.0,0.00049,0.00029,0.0,4100,TRUE,185,20,15,20,15,28,27,18,18,0,6,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,3,TRUE,0.0,0.000337,0.000149,0.0,4176,TRUE,149,20,15,20,15,28,27,17,17,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,4,FALSE,0.0,0.00033,0.000189,0.002641,6012,FALSE,77,20,15,20,15,28,27,16,15,0,4,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,5,TRUE,0.0,0.000477,8.1e-05,0.0,3532,TRUE,1,20,15,20,15,28,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,6,TRUE,0.0,0.000316,0.000108,0.002125,5912,FALSE,29,20,15,20,15,28,27,12,11,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,7,FALSE,0.0,0.000308,0.000116,0.0,4184,TRUE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,8,FALSE,0.0,0.00032,6.2e-05,0.0,3488,TRUE,1,20,15,20,15,28,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,9,TRUE,0.0,0.000306,0.000104,0.0,4220,TRUE,281,20,15,20,15,28,27,20,20,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,10,FALSE,0.0,0.000324,0.000124,0.0,4148,TRUE,217,20,15,20,15,28,27,19,19,0,2,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,11,TRUE,0.0,0.000355,5.4e-05,0.0,3548,TRUE,1,20,15,20,15,28,27,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,12,FALSE,0.0,0.000348,0.000142,0.0,4124,TRUE,185,20,15,20,15,28,27,18,18,0,6,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,13,TRUE,0.0,0.000322,0.00016,0.001956,6236,FALSE,809,20,15,20,15,28,27,23,25,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,14,FALSE,0.0,0.00036,0.000141,0.0,4160,TRUE,297,20,15,20,15,28,27,21,21,0,2,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,15,TRUE,0.0,0.000326,0.000161,0.0,4244,TRUE,809,20,15,20,15,28,27,25,25,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,16,FALSE,0.0,0.000395,0.0001,0.002205,6032,FALSE,14,20,15,20,15,28,27,7,6,1,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,1,TRUE,0.0,0.000385,0.00017,0.002261,5888,FALSE,14,20,15,20,15,28,27,7,6,1,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,2,TRUE,0.0,0.0005,0.000145,0.0,4100,TRUE,7,20,15,20,15,28,27,7,5,1,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,3,FALSE,0.0,0.000358,0.000208,0.0,4132,TRUE,409,20,15,20,15,28,27,21,22,0,3,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,4,FALSE,0.0,0.000499,0.000176,0.0,4036,TRUE,13,20,15,20,15,28,27,10,8,1,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,5,TRUE,0.0,0.000397,0.000177,0.0,3644,TRUE,29,20,15,20,15,28,27,11,10,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,6,FALSE,0.0,0.000355,0.000172,0.0,3600,TRUE,17,20,15,20,15,28,27,11,9,0,8,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,7,FALSE,0.0,0.000396,0.000158,0.0,4100,TRUE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,8,FALSE,0.0,0.000334,8.1e-05,0.0,4068,TRUE,7,20,15,20,15,28,27,6,5,1,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,9,TRUE,0.0,0.000368,9.4e-05,0.0,4168,TRUE,69,20,15,20,15,28,27,13,14,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,10,FALSE,0.0,0.000336,7.2e-05,0.0,4056,TRUE,4,20,15,20,15,28,27,4,4,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,11,FALSE,0.0,0.000377,0.000131,0.002717,6032,FALSE,121,20,15,20,15,28,27,17,17,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,12,FALSE,0.0,0.000335,6.6e-05,0.0,3568,TRUE,4,20,15,20,15,28,27,4,4,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,13,TRUE,0.0,0.000332,0.000186,0.0,4176,TRUE,132,20,15,20,15,28,27,14,13,0,1,0,5,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,14,FALSE,0.0,0.000358,0.000143,0.002029,6032,FALSE,217,20,15,20,15,28,27,19,19,0,5,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,15,TRUE,0.0,0.000378,0.000118,0.00237,6236,FALSE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,16,TRUE,0.0,0.000374,6.2e-05,0.0,3552,TRUE,1,20,15,20,15,28,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,1,FALSE,0.0,0.000501,0.000182,0.0,4052,TRUE,9,20,15,20,15,28,27,9,7,0,6,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,2,TRUE,0.0,0.000442,0.000101,0.0,3536,TRUE,1,20,15,20,15,28,27,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,3,TRUE,0.0,0.000383,0.000116,0.002341,5948,FALSE,14,20,15,20,15,28,27,7,6,1,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,4,TRUE,0.0,0.000437,0.000196,0.0,4168,TRUE,137,20,15,20,15,28,27,16,17,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,5,FALSE,0.0,0.000339,0.00017,0.0,4076,TRUE,13,20,15,20,15,28,27,9,8,1,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,6,FALSE,0.0,0.000481,0.000118,0.00199,6292,FALSE,281,20,15,20,15,28,27,20,20,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,7,FALSE,0.0,0.000329,0.000105,0.0,3548,TRUE,2,20,15,20,15,28,27,2,1,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,8,FALSE,0.0,0.000498,0.000109,0.0,4084,TRUE,28,20,15,20,15,28,27,9,7,0,1,0,4,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,9,TRUE,0.0,0.000361,0.000126,0.0,4236,TRUE,809,20,15,20,15,28,27,23,25,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,10,FALSE,0.0,0.000344,7.3e-05,0.0,4056,TRUE,4,20,15,20,15,28,27,5,4,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,11,TRUE,0.0,0.000372,0.000107,0.002008,5912,FALSE,29,20,15,20,15,28,27,12,11,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,12,FALSE,0.0,0.000372,0.000113,0.0,4100,TRUE,66,20,15,20,15,28,27,14,12,1,0,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,13,FALSE,0.0,0.00032,9e-05,0.0,4068,TRUE,7,20,15,20,15,28,27,6,5,1,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,14,FALSE,0.0,0.000321,0.00016,0.0,3604,TRUE,25,20,15,20,15,28,27,14,11,0,7,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,15,TRUE,0.0,0.000365,0.000127,0.0,4236,TRUE,1129,20,15,20,15,28,27,25,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0100,16,TRUE,0.0,0.000365,0.00014,0.0,4236,TRUE,1129,20,15,20,15,28,27,24,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,1,FALSE,0.0,0.00042,0.00024,0.0,3624,TRUE,569,20,15,20,15,28,27,23,23,0,2,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,2,TRUE,0.0,0.000453,0.000199,0.0,4208,TRUE,421,20,15,20,15,28,27,23,22,1,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,3,TRUE,0.0,0.000352,0.000149,0.002824,5888,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,4,TRUE,0.0,0.000497,0.000246,0.0,3644,TRUE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,5,TRUE,0.0,0.000368,0.000205,0.002548,5968,FALSE,221,20,15,20,15,28,27,20,19,0,2,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0200,6,FALSE,0.0,0.000332,0.000145,0.002,6032,FALSE,29,20,15,20,15,28,27,13,11,0,6,0,2,0,0,0,0,1,0,0,0
