model name,query index,verification time,verification memory,answer,solved by query simplification,prev place count,prev transition count,post place count,post transition count,reduce time,state space size,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule J,rule K,rule L,rule M,rule N,rule P,rule Q,rule R,rule S
ASLink-PT-01b,12,0.0,5972,TRUE,TRUE,846,1148,339,654,0.008867,10364365,455,29,20,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-01b,13,0.0,5988,FALSE,TRUE,846,1148,338,654,0.008909,0,454,25,20,12,0,0,0,0,0,0,0,0,1,0,0,0,0,38
ASLink-PT-01b,14,0.0,7040,FALSE,FALSE,846,1148,345,659,0.009171,0,451,27,18,12,0,0,0,0,0,0,0,0,1,0,0,0,0,35
ASLink-PT-01b,15,0.0,6064,TRUE,TRUE,846,1148,350,663,0.007566,0,448,29,18,12,0,0,0,0,0,0,0,0,1,0,0,0,0,30
ASLink-PT-01b,16,0.0,6512,FALSE,FALSE,846,1148,344,659,0.008864,10548906,452,29,19,11,0,0,0,0,0,0,0,0,1,0,0,0,0,33
ASLink-PT-01b,2,0.0,7724,FALSE,FALSE,846,1148,334,651,0.008467,10543657,457,30,21,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-01b,3,0.0,5984,FALSE,TRUE,846,1148,338,655,0.008488,0,453,30,21,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-01b,4,0.0,5964,TRUE,TRUE,846,1148,335,652,0.008977,10354747,456,30,21,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-01b,5,0.0,7556,FALSE,FALSE,846,1148,338,654,0.008852,11624552,454,29,20,12,0,0,0,0,0,0,0,0,1,0,0,0,0,35
ASLink-PT-01b,6,0.0,5964,TRUE,TRUE,846,1148,335,652,0.008549,10356267,455,29,21,12,0,0,0,0,0,0,0,0,1,0,0,0,0,35
ASLink-PT-01b,7,0.0,8832,FALSE,FALSE,846,1148,337,653,0.008952,12227701,454,30,20,12,0,0,0,0,0,0,0,0,1,0,0,0,0,35
ASLink-PT-01b,8,0.0,5996,TRUE,TRUE,846,1148,347,660,0.008634,0,450,30,18,12,0,0,0,0,0,0,0,0,1,0,0,0,0,30
ASLink-PT-01b,9,0.0,5956,FALSE,TRUE,846,1148,333,650,0.007812,10297735,458,30,21,12,0,0,0,0,0,0,0,0,1,0,0,0,0,34
ASLink-PT-02a,1,0.0,52080,FALSE,FALSE,626,1008,468,873,0.007233,0,103,27,30,15,0,0,0,0,0,0,0,0,1,0,0,0,0,25
ASLink-PT-02a,10,0.0,7940,FALSE,FALSE,626,1008,467,873,0.007948,0,103,28,31,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,11,0.0,7676,TRUE,FALSE,626,1008,467,873,0.009165,0,103,28,31,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,12,0.0,427800,NONE,FALSE,626,1008,469,874,0.009088,0,104,24,31,15,0,0,0,0,0,0,0,0,1,0,0,0,0,23
ASLink-PT-02a,13,0.0,7436,FALSE,FALSE,626,1008,478,880,0.00988,0,104,28,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-02a,14,0.0,6596,FALSE,TRUE,626,1008,464,871,0.009532,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,15,0.0,357844,NONE,FALSE,626,1008,473,877,0.009595,0,101,25,30,15,0,0,0,0,0,0,0,0,1,0,0,0,0,23
ASLink-PT-02a,16,0.0,58136,FALSE,FALSE,626,1008,464,871,0.007677,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,2,0.0,6596,FALSE,TRUE,626,1008,464,871,0.009208,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,3,0.0,6596,TRUE,TRUE,626,1008,464,871,0.009118,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,4,0.0,7404,FALSE,FALSE,626,1008,464,871,0.007743,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,5,0.0,7400,FALSE,FALSE,626,1008,464,871,0.009287,0,105,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,6,0.0,6600,TRUE,TRUE,626,1008,466,873,0.009071,0,103,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02a,7,0.0,6632,FALSE,TRUE,626,1008,472,877,0.008998,0,102,27,31,15,0,0,0,0,0,0,0,0,1,0,0,0,0,20
ASLink-PT-02a,8,0.0,8460,FALSE,FALSE,626,1008,465,872,0.009151,0,103,28,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,25
ASLink-PT-02a,9,0.0,6596,FALSE,TRUE,626,1008,465,872,0.009155,0,105,23,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,24
ASLink-PT-02b,1,0.0,7976,FALSE,FALSE,1242,1621,480,884,0.011036,0,679,46,32,14,0,0,0,0,0,0,0,0,1,0,0,0,0,45
ASLink-PT-02b,10,0.0,6596,FALSE,TRUE,1242,1621,464,871,0.01161,0,690,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,11,0.0,7676,TRUE,FALSE,1242,1621,467,874,0.011268,0,687,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,12,0.0,7404,TRUE,FALSE,1242,1621,482,885,0.011785,0,679,43,32,15,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-02b,13,0.0,7668,FALSE,FALSE,1242,1621,465,872,0.009912,0,689,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,14,0.0,6628,TRUE,TRUE,1242,1621,480,883,0.012362,0,679,42,31,14,0,0,0,0,0,0,0,0,1,0,0,0,0,52
ASLink-PT-02b,15,0.0,7424,TRUE,FALSE,1242,1621,472,878,0.01221,0,684,46,34,15,0,0,0,0,0,0,0,0,2,0,0,0,1,43
ASLink-PT-02b,16,0.0,7668,TRUE,FALSE,1242,1621,465,872,0.012146,0,689,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,2,0.0,6616,TRUE,TRUE,1242,1621,472,878,0.011733,0,683,47,34,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,3,0.0,7412,TRUE,FALSE,1242,1621,488,890,0.012046,0,674,45,30,14,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,4,0.0,7680,FALSE,FALSE,1242,1621,469,876,0.012603,0,686,46,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-02b,5,0.0,7668,FALSE,FALSE,1242,1621,465,872,0.012039,0,688,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-02b,6,0.0,6596,FALSE,TRUE,1242,1621,465,872,0.011761,0,689,46,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-02b,7,0.0,13112,TRUE,FALSE,1242,1621,477,883,0.012139,0,681,46,34,14,0,0,0,0,0,0,0,0,1,0,0,0,0,46
ASLink-PT-02b,8,0.0,7852,FALSE,FALSE,1242,1621,466,873,0.012398,0,687,47,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-02b,9,0.0,7836,FALSE,FALSE,1242,1621,475,880,0.011503,0,681,47,33,15,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-03a,1,0.0,396884,NONE,FALSE,821,1281,595,1092,0.008919,0,146,33,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,33
ASLink-PT-03a,10,0.0,7456,FALSE,TRUE,821,1281,600,1095,0.011192,0,144,38,43,18,0,0,0,0,0,0,0,0,1,0,0,0,0,31
ASLink-PT-03a,11,0.0,316644,NONE,FALSE,821,1281,596,1093,0.011437,0,146,37,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,12,0.0,11640,FALSE,FALSE,821,1281,595,1092,0.011593,0,146,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,13,0.0,7416,FALSE,TRUE,821,1281,595,1092,0.011562,0,146,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,14,0.0,10232,FALSE,FALSE,821,1281,596,1093,0.011784,0,145,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,15,0.0,9676,TRUE,FALSE,821,1281,595,1092,0.011441,0,146,37,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,33
ASLink-PT-03a,16,0.0,353808,NONE,FALSE,821,1281,615,1105,0.012165,0,145,38,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-03a,2,0.0,8696,FALSE,FALSE,821,1281,597,1093,0.011859,0,145,38,44,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,3,0.0,7492,TRUE,TRUE,821,1281,622,1109,0.012267,0,141,38,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-03a,4,0.0,7412,TRUE,TRUE,821,1281,595,1092,0.011523,0,146,37,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,5,0.0,273928,NONE,FALSE,821,1281,595,1092,0.011513,0,146,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,6,0.0,7432,TRUE,TRUE,821,1281,600,1096,0.011833,0,145,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,25
ASLink-PT-03a,7,0.0,7420,FALSE,TRUE,821,1281,596,1093,0.009635,0,146,37,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,8,0.0,8168,FALSE,FALSE,821,1281,596,1093,0.009736,0,145,38,45,18,0,0,0,0,0,0,0,0,1,0,0,0,0,32
ASLink-PT-03a,9,0.0,100856,TRUE,FALSE,821,1281,619,1108,0.011862,0,142,38,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-03b,1,0.0,7420,FALSE,TRUE,1638,2094,598,1094,0.013978,0,920,64,48,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,10,0.0,11444,FALSE,FALSE,1638,2094,600,1097,0.015913,0,917,64,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,11,0.0,7424,FALSE,TRUE,1638,2094,599,1094,0.015307,0,920,64,47,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,12,0.0,8192,FALSE,FALSE,1638,2094,605,1099,0.015361,0,919,64,48,18,0,0,0,0,0,0,0,0,1,0,0,0,0,54
ASLink-PT-03b,13,0.0,7424,FALSE,TRUE,1638,2094,598,1095,0.013207,0,919,63,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,14,0.0,9652,FALSE,FALSE,1638,2094,598,1095,0.015647,0,919,62,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,61
ASLink-PT-03b,15,0.0,7416,FALSE,TRUE,1638,2094,597,1094,0.015294,0,920,63,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,16,0.0,330184,NONE,FALSE,1638,2094,606,1100,0.015295,0,918,64,48,18,0,0,0,0,0,0,0,0,1,0,0,0,0,54
ASLink-PT-03b,2,0.0,14772,FALSE,FALSE,1638,2094,623,1115,0.015476,0,904,62,45,17,0,0,0,0,0,0,0,0,1,0,0,0,0,53
ASLink-PT-03b,3,0.0,7416,FALSE,TRUE,1638,2094,596,1093,0.015026,0,921,64,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,4,0.0,17408,TRUE,FALSE,1638,2094,597,1094,0.015834,0,919,64,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,61
ASLink-PT-03b,5,0.0,287896,NONE,FALSE,1638,2094,599,1095,0.014444,0,920,63,48,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,6,0.0,8028,FALSE,FALSE,1638,2094,604,1099,0.015339,0,917,63,48,18,0,0,0,0,0,0,0,0,1,0,0,0,0,54
ASLink-PT-03b,7,0.0,9768,FALSE,FALSE,1638,2094,597,1094,0.012873,0,920,64,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,8,0.0,7416,FALSE,TRUE,1638,2094,596,1093,0.015004,0,921,64,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-03b,9,0.0,15008,FALSE,FALSE,1638,2094,601,1098,0.01497,0,917,62,49,18,0,0,0,0,0,0,0,0,1,0,0,0,0,61
ASLink-PT-04a,1,0.0,8400,TRUE,TRUE,1016,1554,757,1333,0.015431,0,183,47,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-04a,10,0.0,8304,FALSE,TRUE,1016,1554,728,1314,0.013252,0,186,48,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,11,0.0,223464,TRUE,FALSE,1016,1554,726,1313,0.01442,0,187,48,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,12,0.0,8300,FALSE,TRUE,1016,1554,726,1313,0.012074,0,187,48,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,13,0.0,8320,FALSE,TRUE,1016,1554,732,1318,0.011829,0,186,47,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,33
ASLink-PT-04a,14,0.0,415308,NONE,FALSE,1016,1554,730,1316,0.013552,0,184,48,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,15,0.0,8308,FALSE,TRUE,1016,1554,728,1315,0.013886,0,185,47,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,16,0.0,8320,FALSE,TRUE,1016,1554,734,1318,0.013911,0,182,48,55,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,2,0.0,153836,FALSE,FALSE,1016,1554,726,1313,0.013879,0,187,48,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,3,0.0,215948,NONE,FALSE,1016,1554,728,1314,0.014598,0,186,47,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,4,0.0,8312,FALSE,TRUE,1016,1554,730,1315,0.013973,0,185,48,56,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,5,0.0,38044,FALSE,FALSE,1016,1554,760,1336,0.013961,0,181,41,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ASLink-PT-04a,6,0.0,8308,TRUE,TRUE,1016,1554,728,1314,0.011715,0,186,48,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,7,0.0,8300,FALSE,TRUE,1016,1554,726,1313,0.011726,0,187,48,58,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04a,8,0.0,8424,TRUE,TRUE,1016,1554,761,1342,0.014676,0,180,46,55,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1
ASLink-PT-04a,9,0.0,138464,FALSE,FALSE,1016,1554,728,1314,0.014004,0,186,48,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,40
ASLink-PT-04b,1,0.0,8324,TRUE,TRUE,2034,2567,735,1320,0.015491,0,1151,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,65
ASLink-PT-04b,10,0.0,8308,FALSE,TRUE,2034,2567,727,1314,0.019826,0,1153,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,11,0.0,8308,FALSE,TRUE,2034,2567,729,1316,0.018911,0,1151,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,12,0.0,8376,TRUE,TRUE,2034,2567,747,1329,0.019386,0,1144,78,60,21,0,0,0,0,0,0,0,0,1,0,0,0,0,60
ASLink-PT-04b,13,0.0,276152,NONE,FALSE,2034,2567,737,1322,0.019063,0,1146,79,61,21,0,0,0,0,0,0,0,0,1,0,0,0,0,74
ASLink-PT-04b,14,0.0,8308,TRUE,TRUE,2034,2567,727,1314,0.018742,0,1153,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,15,0.0,9364,FALSE,FALSE,2034,2567,727,1314,0.017391,0,1154,77,63,21,0,0,0,0,0,0,0,0,2,0,0,0,0,73
ASLink-PT-04b,16,0.0,151744,FALSE,FALSE,2034,2567,734,1319,0.020086,0,1152,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,65
ASLink-PT-04b,2,0.0,141928,TRUE,FALSE,2034,2567,739,1323,0.018739,0,1146,74,60,21,0,0,0,0,0,0,0,0,2,0,0,0,0,75
ASLink-PT-04b,3,0.0,89188,FALSE,FALSE,2034,2567,734,1320,0.019476,0,1146,81,62,21,0,0,0,0,0,0,0,0,1,0,0,0,0,74
ASLink-PT-04b,4,0.0,70416,TRUE,FALSE,2034,2567,732,1319,0.020037,0,1148,80,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,5,0.0,362280,FALSE,FALSE,2034,2567,727,1314,0.019376,0,1152,79,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,75
ASLink-PT-04b,6,0.0,155008,FALSE,FALSE,2034,2567,736,1319,0.019406,0,1152,73,61,21,0,0,0,0,0,0,0,0,1,0,0,0,0,71
ASLink-PT-04b,7,0.0,8304,FALSE,TRUE,2034,2567,728,1315,0.019598,0,1152,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,8,0.0,253080,NONE,FALSE,2034,2567,728,1315,0.01865,0,1152,81,63,21,0,0,0,0,0,0,0,0,1,0,0,0,0,73
ASLink-PT-04b,9,0.0,8368,FALSE,TRUE,2034,2567,743,1327,0.019077,0,1145,79,61,20,0,0,0,0,0,0,0,0,1,0,0,0,0,67
ASLink-PT-05a,1,0.0,720620,NONE,FALSE,1211,1827,858,1535,0.014371,0,227,58,71,24,0,0,0,0,0,0,0,0,2,0,0,0,0,46
ASLink-PT-05a,10,0.0,203172,NONE,FALSE,1211,1827,892,1557,0.014556,0,226,52,69,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ASLink-PT-05a,11,0.0,9088,TRUE,TRUE,1211,1827,858,1535,0.015836,0,227,58,71,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,12,0.0,9084,FALSE,TRUE,1211,1827,865,1540,0.016095,0,223,55,69,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,13,0.0,9088,FALSE,TRUE,1211,1827,857,1534,0.016894,0,228,58,71,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,14,0.0,11040,TRUE,FALSE,1211,1827,858,1535,0.01629,0,228,55,71,24,0,0,0,0,0,0,0,0,1,0,0,0,0,49
ASLink-PT-05a,15,0.0,437812,NONE,FALSE,1211,1827,864,1539,0.017005,0,224,58,69,24,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-05a,16,0.0,266220,NONE,FALSE,1211,1827,895,1560,0.016997,0,222,58,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-05a,2,0.0,13396,FALSE,FALSE,1211,1827,857,1534,0.017023,0,228,58,71,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,3,0.0,405688,NONE,FALSE,1211,1827,862,1537,0.017377,0,226,58,69,24,0,0,0,0,0,0,0,0,1,0,0,0,0,47
ASLink-PT-05a,4,0.0,9080,FALSE,TRUE,1211,1827,866,1541,0.016661,0,222,55,69,24,0,0,0,0,0,0,0,0,1,0,0,0,0,49
ASLink-PT-05a,5,0.0,20280,FALSE,FALSE,1211,1827,860,1536,0.016954,0,226,58,70,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,6,0.0,9084,FALSE,FALSE,1211,1827,862,1537,0.016569,0,225,58,69,24,0,0,0,0,0,0,0,0,1,0,0,0,0,48
ASLink-PT-05a,7,0.0,9084,FALSE,TRUE,1211,1827,862,1538,0.016265,0,227,58,71,24,0,0,0,0,0,0,0,0,1,0,0,0,0,41
ASLink-PT-05a,8,0.0,412448,NONE,FALSE,1211,1827,897,1561,0.017538,0,222,57,68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASLink-PT-05a,9,0.0,249232,NONE,FALSE,1211,1827,859,1535,0.016412,0,226,58,70,24,0,0,0,0,0,0,0,0,2,0,0,0,0,49
ASLink-PT-05b,1,0.0,9084,TRUE,FALSE,2430,3040,864,1539,0.018858,0,1381,93,75,24,0,0,0,0,0,0,0,0,1,0,0,0,0,91
ASLink-PT-05b,10,0.0,431060,NONE,FALSE,2430,3040,869,1542,0.023513,0,1379,97,74,24,0,0,0,0,0,0,0,0,1,0,0,0,1,84
ASLink-PT-05b,11,0.0,294636,NONE,FALSE,2430,3040,872,1548,0.019849,0,1374,96,76,24,0,0,0,0,0,0,0,0,2,0,0,0,1,82
