model name,query index,answer,crash,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2,rule 3
AirplaneLD-COL-0010,1,TRUE,none,9e-06,0.000258,5.2e-05,0.0,13692,TRUE,1129,20,15,20,15,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0,0,0
AirplaneLD-COL-0010,2,FALSE,none,1e-05,0.000268,5.6e-05,0.0,14072,TRUE,1129,20,15,20,15,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0,0,0
AirplaneLD-COL-0010,3,TRUE,none,4.8e-05,0.000188,7.3e-05,0.047961,147240,FALSE,426,20,15,16,10,22,21,16,18,0,0,0,3,0,6,0,0,0,1,0,0,0
AirplaneLD-COL-0010,4,TRUE,none,1.1e-05,0.000261,4.3e-05,0.0,13712,TRUE,1129,20,15,20,15,28,27,26,27,0,0,0,0,0,2,0,0,0,0,0,0,0
AirplaneLD-COL-0010,5,TRUE,none,1.1e-05,0.00027,4.5e-05,0.0,14108,TRUE,1129,20,15,20,15,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0,0,0
AirplaneLD-COL-0010,6,FALSE,none,1.1e-05,0.000266,4.4e-05,0.045493,146524,FALSE,1129,20,15,20,15,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0,0,0
AirplaneLD-COL-0010,7,TRUE,none,1.2e-05,0.000262,4.7e-05,0.0,13708,TRUE,1129,20,15,20,15,28,27,26,27,0,0,1,0,0,1,0,0,0,0,0,0,0
AirplaneLD-COL-0010,8,FALSE,none,7e-06,0.000258,4.5e-05,0.0461,146520,FALSE,1129,20,15,20,15,28,27,25,27,0,0,1,0,0,2,0,0,0,0,0,0,0
AirplaneLD-COL-0010,9,FALSE,none,1.1e-05,0.000266,4.5e-05,0.054773,146596,FALSE,1129,20,15,20,15,28,27,23,27,0,0,1,0,0,4,0,0,0,0,0,0,0
AirplaneLD-COL-0010,10,TRUE,none,1.1e-05,0.000266,4.9e-05,0.0,14064,TRUE,1129,20,15,20,15,28,27,24,27,0,0,1,0,0,3,0,0,0,0,0,0,0
