model name,query index,answer,crash,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2,rule 3
AirplaneLD-COL-0010,1,TRUE,none,7e-05,0.000309,0.000106,0.0,3804,TRUE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,2,FALSE,none,8.6e-05,0.000278,0.000244,0.0,4072,TRUE,185,20,15,19,15,27,27,19,18,0,6,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,3,FALSE,none,4.9e-05,6.1e-05,7.8e-05,0.0,3560,TRUE,2,20,15,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,4,FALSE,none,5.7e-05,0.000247,0.000137,0.0,4104,TRUE,293,20,15,18,13,26,25,20,20,0,2,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,5,TRUE,none,5.3e-05,0.000274,0.00012,0.0,4148,TRUE,281,20,15,18,12,26,24,18,20,0,2,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,6,FALSE,none,3.6e-05,0.000298,0.00015,0.0,4124,TRUE,409,20,15,20,15,28,27,23,22,0,3,0,2,0,0,0,0,1,0,0,0,0
AirplaneLD-COL-0010,7,TRUE,none,7.8e-05,0.000283,0.000118,0.002062,5932,FALSE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,8,FALSE,none,7.2e-05,0.000271,0.00012,0.0,4108,TRUE,1129,20,15,19,15,27,27,26,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,9,TRUE,none,5.7e-05,0.000216,0.000112,0.0,4120,TRUE,242,20,15,16,11,22,22,17,17,0,1,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,10,TRUE,none,6.3e-05,0.00024,0.000119,0.0,4144,TRUE,125,20,15,18,12,26,24,17,17,0,3,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,11,TRUE,none,2.9e-05,4.8e-05,3.8e-05,0.0,3632,TRUE,2,20,15,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,12,TRUE,none,8.5e-05,0.000274,0.000203,0.0,4156,TRUE,937,20,15,19,15,27,27,24,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,13,TRUE,none,5.9e-05,0.0002,0.000102,0.001989,5932,FALSE,77,20,15,15,10,21,19,16,15,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,14,FALSE,none,5.7e-05,0.000195,0.000112,0.001958,5992,FALSE,57,20,15,15,10,21,19,14,14,1,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,15,TRUE,none,7.1e-05,0.000282,0.000161,0.0,4180,TRUE,489,20,15,19,15,27,27,23,22,0,3,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,16,TRUE,none,8.1e-05,0.000278,0.000127,0.0,4184,TRUE,937,20,15,19,15,27,27,23,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,1,FALSE,none,0.000115,0.000377,0.000208,0.003814,5932,FALSE,681,20,15,19,15,27,27,22,24,0,2,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,2,FALSE,none,0.000132,0.000422,0.000226,0.0,4008,TRUE,185,20,15,19,15,27,27,18,18,0,6,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,3,TRUE,none,8.1e-05,0.000326,0.000131,0.0,4084,TRUE,149,20,15,18,11,26,23,17,17,0,3,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,4,FALSE,none,9e-05,0.000328,0.000243,0.002226,5932,FALSE,77,20,15,18,12,26,24,16,15,0,4,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,5,TRUE,none,3.7e-05,6.4e-05,4.8e-05,0.0,3520,TRUE,1,20,15,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,6,TRUE,none,9.7e-05,0.000207,0.000167,0.002657,5832,FALSE,29,20,15,15,9,21,18,12,11,0,3,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,7,FALSE,none,7.6e-05,0.00027,0.000169,0.0,4092,TRUE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,8,FALSE,none,4e-05,5.3e-05,5.4e-05,0.0,3456,TRUE,1,20,15,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,9,TRUE,none,7.6e-05,0.000372,0.000154,0.0,4128,TRUE,281,20,15,16,13,22,24,20,20,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,10,FALSE,none,7.6e-05,0.000373,0.000194,0.0,4060,TRUE,217,20,15,18,12,26,24,19,19,0,2,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,11,TRUE,none,5e-05,9.5e-05,7e-05,0.0,3524,TRUE,1,20,15,5,3,5,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,12,FALSE,none,0.000114,0.000382,0.000228,0.0,4028,TRUE,185,20,15,19,15,27,27,18,18,0,6,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,13,TRUE,none,0.00011,0.000328,0.00021,0.002497,6156,FALSE,809,20,15,19,15,27,27,23,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,14,FALSE,none,8.8e-05,0.000345,0.000179,0.0,4064,TRUE,297,20,15,18,14,26,26,21,21,0,2,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,15,TRUE,none,0.000108,0.000363,0.000163,0.0,4156,TRUE,809,20,15,19,15,27,27,25,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,16,FALSE,none,7.4e-05,0.000147,8.3e-05,0.002592,5952,FALSE,14,20,15,9,6,11,8,7,6,1,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,1,TRUE,none,0.000108,0.035487,9e-05,0.003211,5788,FALSE,14,20,15,9,6,11,8,7,6,1,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,2,TRUE,none,8.3e-05,0.000166,9.1e-05,0.0,4008,TRUE,7,20,15,9,6,11,8,7,5,1,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,3,FALSE,none,0.000113,0.000378,0.000238,0.0,4064,TRUE,409,20,15,19,15,27,27,21,22,0,3,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,4,FALSE,none,0.000118,0.000205,0.000115,0.0,3964,TRUE,13,20,15,11,7,15,13,10,8,1,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,5,TRUE,none,6.7e-05,0.000237,0.000116,0.0,3640,TRUE,29,20,15,14,9,18,15,11,10,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,6,FALSE,none,8.1e-05,0.000323,0.000233,0.0,3572,TRUE,17,20,15,18,11,26,23,11,9,0,8,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0050,7,FALSE,none,7.4e-05,0.000286,0.000233,0.0,4012,TRUE,29,20,15,18,11,26,23,13,11,0,6,0,2,0,0,0,0,1,1,0,0,0
