model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2
AirplaneLD-COL-0010,1,TRUE,7.7e-05,0.000174,9.2e-05,0.0,3808,TRUE,40,20,15,17,13,22,12,11,8,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,2,FALSE,8.1e-05,0.000116,5.4e-05,0.0,3564,TRUE,1,20,15,13,11,15,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,3,FALSE,2.7e-05,6.1e-05,4.5e-05,0.0,3636,TRUE,2,20,15,2,1,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,4,FALSE,5.9e-05,0.000166,8.3e-05,0.0,3680,TRUE,32,20,15,15,11,19,13,11,9,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,5,TRUE,5e-05,0.000199,8.4e-05,0.0,4184,TRUE,64,20,15,17,11,24,13,10,8,0,0,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,6,FALSE,5.1e-05,0.00023,8.5e-05,0.0,4128,TRUE,40,20,15,19,14,26,14,12,8,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,7,FALSE,7e-05,0.000192,6.7e-05,0.0,4128,TRUE,68,20,15,16,13,20,13,15,11,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,8,FALSE,4.9e-05,0.000271,0.000115,0.0,4180,TRUE,1129,20,15,19,15,27,27,26,26,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,9,TRUE,6.3e-05,0.000213,0.000107,0.0,4168,TRUE,60,20,15,15,10,19,15,13,11,0,1,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,10,TRUE,6e-05,0.000111,5.2e-05,0.0,4156,TRUE,4,20,15,12,8,14,7,5,3,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,11,TRUE,3.1e-05,8.1e-05,5.2e-05,0.0,3704,TRUE,2,20,15,3,2,3,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,12,TRUE,6.2e-05,0.000169,7.1e-05,0.0,3716,TRUE,4,20,15,18,14,25,12,6,2,0,0,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,13,FALSE,5.7e-05,0.000177,7.2e-05,0.0,4092,TRUE,8,20,15,13,9,17,12,7,5,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,14,TRUE,5.3e-05,5.8e-05,4.2e-05,0.0,3624,TRUE,1,20,15,8,6,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,15,TRUE,6.6e-05,0.000226,9.3e-05,0.0,4180,TRUE,56,20,15,17,14,23,15,12,9,0,1,0,4,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,16,TRUE,8.3e-05,0.000109,8.2e-05,0.0,4132,TRUE,2,20,15,13,11,14,6,4,1,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,1,TRUE,9e-05,0.000166,7e-05,0.0,3720,TRUE,8,20,15,15,12,19,9,7,4,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,2,FALSE,9.8e-05,8.1e-05,5.3e-05,0.0,3568,TRUE,1,20,15,11,10,11,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,3,TRUE,5.7e-05,0.000161,7.4e-05,0.0,4164,TRUE,16,20,15,15,9,21,11,7,5,0,0,0,4,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,4,TRUE,6.8e-05,6.8e-05,5.2e-05,0.0,3632,TRUE,1,20,15,10,7,10,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,5,TRUE,3e-05,8.1e-05,4.5e-05,0.0,3632,TRUE,1,20,15,3,2,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,6,FALSE,4.8e-05,5.6e-05,4.1e-05,0.0,3568,TRUE,1,20,15,8,5,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,7,FALSE,6.3e-05,0.000179,9.1e-05,0.0,4128,TRUE,96,20,15,18,14,25,12,15,9,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,8,FALSE,3.1e-05,7.8e-05,4.3e-05,0.0,3568,TRUE,1,20,15,2,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,9,TRUE,4.3e-05,0.000261,0.000111,0.0,4240,TRUE,281,20,15,16,13,22,24,20,20,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,10,FALSE,5.6e-05,0.00015,6.6e-05,0.0,3648,TRUE,4,20,15,16,10,21,10,5,2,0,0,0,3,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,11,TRUE,3.4e-05,0.000105,4.2e-05,0.0,3636,TRUE,1,20,15,5,3,5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,12,FALSE,8.5e-05,7.5e-05,5.3e-05,0.0,3564,TRUE,1,20,15,11,10,11,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,13,FALSE,8e-05,0.000166,6e-05,0.0,4104,TRUE,16,20,15,15,12,18,10,10,6,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,14,FALSE,6.4e-05,0.000158,7.3e-05,0.0,4104,TRUE,12,20,15,16,12,21,10,10,5,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,15,TRUE,9.3e-05,0.000252,9.6e-05,0.0,4172,TRUE,16,20,15,16,13,22,11,13,6,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0020,16,TRUE,6.5e-05,0.000116,6.1e-05,0.0,4128,TRUE,2,20,15,6,4,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,1,FALSE,5.2e-05,7.6e-05,5.1e-05,0.0,4048,TRUE,2,20,15,6,4,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,2,TRUE,5e-05,8.1e-05,4.9e-05,0.0,3636,TRUE,1,20,15,6,4,6,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,3,FALSE,7.4e-05,0.000167,8.8e-05,0.0,4096,TRUE,16,20,15,15,12,19,9,10,6,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,4,FALSE,5.3e-05,0.000111,5.1e-05,0.0,3568,TRUE,1,20,15,8,5,10,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,5,TRUE,6.7e-05,0.000125,6.2e-05,0.0,3708,TRUE,2,20,15,11,7,12,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,6,FALSE,6.2e-05,0.000142,6.7e-05,0.0,3660,TRUE,8,20,15,14,8,17,8,5,4,0,0,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,7,FALSE,5.2e-05,0.000101,6.2e-05,0.0,3644,TRUE,2,20,15,12,7,14,7,2,1,0,0,0,2,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,8,FALSE,4.5e-05,5.1e-05,4.9e-05,0.0,3568,TRUE,1,20,15,4,3,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,9,TRUE,7e-05,0.000106,5.4e-05,0.0,4140,TRUE,3,20,15,8,7,9,6,6,2,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,10,FALSE,4.3e-05,8.6e-05,5e-05,0.0,4068,TRUE,4,20,15,4,3,5,8,4,4,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0050,11,TRUE,6.3e-05,6.8e-05,4.3e-05,0.0,3628,TRUE,1,20,15,10,7,10,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0
