model name,query index,answer,crash,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2,rule 3
AirplaneLD-COL-0010,1,TRUE,none,0.000516,0.000381,0.000129,0.0,3804,TRUE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,2,FALSE,none,9.3e-05,0.000294,0.000151,0.0,4076,TRUE,185,20,15,19,15,27,27,19,18,0,6,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,3,FALSE,none,4.2e-05,5.2e-05,4.8e-05,0.0,3564,TRUE,2,20,15,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,4,FALSE,none,6.4e-05,0.000301,0.000146,0.0,4104,TRUE,293,20,15,18,13,26,25,20,20,0,2,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,5,TRUE,none,5.5e-05,0.000253,0.000125,0.0,4152,TRUE,281,20,15,18,12,26,24,18,20,0,2,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,6,FALSE,none,5.1e-05,0.000339,0.000165,0.0,4124,TRUE,409,20,15,20,15,28,27,23,22,0,3,0,2,0,0,0,0,1,0,0,0,0
AirplaneLD-COL-0010,7,TRUE,none,8.7e-05,0.000291,0.000115,0.002334,5932,FALSE,1129,20,15,19,15,27,27,24,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,8,FALSE,none,7.4e-05,0.00028,0.000129,0.0,4104,TRUE,1129,20,15,19,15,27,27,26,26,0,0,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,9,TRUE,none,5.5e-05,0.000225,0.000122,0.0,4124,TRUE,242,20,15,16,11,22,22,17,17,0,1,0,3,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,10,TRUE,none,6.5e-05,0.000243,0.000139,0.0,4152,TRUE,125,20,15,18,12,26,24,17,17,0,3,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,11,TRUE,none,4.2e-05,7.2e-05,6.5e-05,0.0,3632,TRUE,2,20,15,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,12,TRUE,none,7.5e-05,0.000268,0.000139,0.0,4156,TRUE,937,20,15,19,15,27,27,24,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,13,TRUE,none,6.1e-05,0.000197,0.000117,0.002219,5932,FALSE,77,20,15,15,10,21,19,16,15,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,14,FALSE,none,6.8e-05,0.000203,0.000116,0.002016,5992,FALSE,57,20,15,15,10,21,19,14,14,1,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,15,TRUE,none,7.5e-05,0.000289,0.000161,0.0,4180,TRUE,489,20,15,19,15,27,27,23,22,0,3,0,2,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0010,16,TRUE,none,0.000127,0.000442,0.000214,0.0,4188,TRUE,937,20,15,19,15,27,27,23,25,0,1,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,1,FALSE,none,9.3e-05,0.000326,0.000149,0.002449,5992,FALSE,681,20,15,19,15,27,27,22,24,0,2,0,1,0,0,0,0,1,1,0,0,0
AirplaneLD-COL-0020,2,FALSE,none,0.000101,0.000293,0.000155,0.0,4068,TRUE,185,20,15,19,15,27,27,18,18,0,6,0,3,0,0,0,0,1,1,0,0,0
