model name,query index,answer,colored reduce time,unfold time,reduce time,verification time,verification memory,solved by query simplification,state space size,original place count,original transition count,colored reduce place count,colored reduce transition count,unfolded place count,unfolded transition count,reduced place count,reduced transition count,rule A,rule B,rule C,rule D,rule E,rule F,rule G,rule H,rule I,rule 0,rule 1,rule 2
AirplaneLD-COL-0010,1,TRUE,0.000432,0.003347,6.7e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,2,FALSE,2.5e-05,0.000197,3.5e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,3,FALSE,2.1e-05,0.000185,3.3e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,4,FALSE,2.1e-05,0.000185,3.4e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,5,TRUE,1.9e-05,0.000174,3.2e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,6,FALSE,1.8e-05,0.000182,3.4e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,7,TRUE,2.1e-05,0.00018,6.9e-05,0.000896,0,FALSE,0,20,15,20,15,28,27,17,17,0,3,0,1,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,8,FALSE,2e-05,0.000182,3.2e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,9,TRUE,1.9e-05,0.000184,3.1e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,10,TRUE,2.2e-05,0.000193,3.5e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,11,TRUE,2e-05,0.000188,3.3e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AirplaneLD-COL-0010,12,TRUE,1.9e-05,0.000178,3e-05,0.0,0,TRUE,0,20,15,20,15,28,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
